Serial,Code,Product Name (Arabic),Product Name (english),Description (Arabic),Description (English),Category (Arabic),Category (English),Net Cost Value,Cost Price,Net,Case Net,In Stock
85,1000084,ورد جورى عودي,Damask Rose Oud,"ورد جورى عودي بخور عطري فاخر برائحة زكية ومميزة، يضفي أجواء من الراحة والاسترخاء.","ورد جورى عودي is a luxurious aromatic incense with a distinctive fragrance, creating an atmosphere of comfort and relaxation.",البخور والعطور,Incense & Fragrances,0,0,3.01,3.01,0
86,1000085,سدر حضرمي,Hadrami Sidr,"سدر حضرمي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",سدر حضرمي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,9.78,9.78,0
87,1000086,ورق مليسه,Melissa Leaves (Lemon Balm),"ورق مليسه من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",Leaves مليسه is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3.13,3.13,0
88,1000087,حلبه يمني,Yemeni Fenugreek,"حلبه يمني من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",Fenugreek Yemeni is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3.02,3.02,0
89,1000088,شب ابيض خشن,Coarse White Alum,"شب ابيض خشن من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",شب ابيض خشن is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,4.93,4.93,0
90,1000089,شب ابيض حجر,White Alum Stone,"شب ابيض حجر من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",شب ابيض حجر is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5.03,5.03,0
91,1000090,تين مجفف طبيعي,Natural Dried Figs,"تين مجفف طبيعي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",تين Dried طبيعي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,0,0,0
92,1000091,زعتر قدسي,Qudsi Thyme,"زعتر قدسي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",زعتر قدسي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
93,1000092,زعتر مناقيش بلدي الحرمين,Manakish Thyme Local Al Haramain,"زعتر مناقيش بلدي الحرمين من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",زعتر مناقيش Local الحرمين is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
94,1000093,زعتر نابلسي,Nabulsi Thyme,"زعتر نابلسي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",زعتر نابلسي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
95,1000094,سماق فلسطيني,Palestinian Sumac,"سماق فلسطيني من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",سماق فلسطيني is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
96,1000095,حلتيت,Asafoetida,"حلتيت من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",حلتيت is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
97,1000096,فلفل عدني,Adani Pepper,"فلفل عدني من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",Pepper عدني is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,2,2,0
98,1000097,هيل امريكي 1,American Cardamom 1,"هيل امريكي 1 من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",Cardamom امريكي 1 is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,2.89,2.89,0
99,1000098,قرفه مطحون,Ground Cinnamon,"قرفه مطحون من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",قرفه مطحون is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
100,1000099,زنجبيل مطحون,Ground Ginger,"زنجبيل مطحون من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",Ginger مطحون is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,5,5,0
101,1000100,زيت سنام الجمل,Camel Hump Oil,"زيت سنام الجمل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil سنام الجمل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,6,6,0
102,1000101,اذخر رقم 1,Lemongrass No. 1 (Ithkhir),"اذخر رقم 1 من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",اذخر رقم 1 is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,2.03,2.03,0
103,1000102,قشر قهوه يمني,Yemeni Coffee Husk,"قشر قهوه يمني من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",قشر قهوه Yemeni is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
104,1000103,ورق تين,Fig Leaves,"ورق تين من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",Leaves تين is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
105,1000104,بذور كرفس,Celery Seeds,"بذور كرفس من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","Seeds كرفس are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,3,3,0
106,1000105,بذور بخور,Incense Seeds,"بذور بخور بخور عطري فاخر برائحة زكية ومميزة، يضفي أجواء من الراحة والاسترخاء.","Seeds Incense is a luxurious aromatic incense with a distinctive fragrance, creating an atmosphere of comfort and relaxation.",البخور والعطور,Incense & Fragrances,0,0,3,3,0
107,1000106,عشرق شد,Senna Italica (Ashraq),"عشرق شد من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",عشرق شد is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,3,3,0
108,1000107,بذور جرجير,Arugula Seeds (Jarjir),"بذور جرجير من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","Seeds جرجير are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,2,2,0
109,1000108,زبيب اسود يمني رقم 1,Yemeni Black Raisins No. 1,"زبيب اسود يمني رقم 1 من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",زبيب اسود Yemeni رقم 1 is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
